id,topic,source_lang,original_text,cleaned_original_text,matched_terms,user_prompt,assistant_target
15,Algorithms,ar,يُقصد بتعقيد الزمن عدد العمليات التقريبية التي تنفذها الخوارزمية بالنسبة إلى حجم المدخلات.,يُقصد بتعقيد الزمن عدد العمليات التقريبية التي تنفذها الخوارزمية بالنسبة إلى حجم المدخلات.,,"Rewrite the following IT explanation in simple, clear, correct Arabic for Moroccan learners. Preserve the meaning and avoid mixing languages.

Text:
يُقصد بتعقيد الزمن عدد العمليات التقريبية التي تنفذها الخوارزمية بالنسبة إلى حجم المدخلات.",تعقيد الزمن يعبّر عن مقدار العمل الذي تقوم به الخوارزمية عندما يكبر حجم البيانات.
56,Web Development,fr,Un navigateur web est un logiciel permettant d'accéder et d'afficher les pages web.,Un navigateur web est un logiciel permettant d'accéder et d'afficher les pages web.,internet=الإنترنت | page web=صفحة ويب | navigateur=متصفح,"Rewrite the following IT explanation in simple, clear, correct Arabic for Moroccan learners. Preserve the meaning and avoid mixing languages.

Use the following Arabic technical terminology when relevant:
- internet = الإنترنت
- page web = صفحة ويب
- navigateur = متصفح

Text:
Un navigateur web est un logiciel permettant d'accéder et d'afficher les pages web.",متصفح الويب هو برنامج يسمح للمستخدم بفتح صفحات الإنترنت وعرضها.
128,Web Development,ar,تساعد المكتبات البرمجية على تسهيل كتابة الكود.,تساعد المكتبات البرمجية على تسهيل كتابة الكود.,,"Rewrite the following IT explanation in simple, clear, correct Arabic for Moroccan learners. Preserve the meaning and avoid mixing languages.

Text:
تساعد المكتبات البرمجية على تسهيل كتابة الكود.",المكتبة البرمجية توفر وظائف جاهزة تساعد المطور.
115,Cloud Computing Fundamentals,ar,تستخدم الحاويات لتشغيل التطبيقات بشكل متسق في أي بيئة.,تستخدم الحاويات لتشغيل التطبيقات بشكل متسق في أي بيئة.,,"Rewrite the following IT explanation in simple, clear, correct Arabic for Moroccan learners. Preserve the meaning and avoid mixing languages.

Text:
تستخدم الحاويات لتشغيل التطبيقات بشكل متسق في أي بيئة.",الحاويات تسمح بتشغيل التطبيق بنفس الطريقة في أي نظام.
137,Software Engineering,fr,Un sprint est une période courte durant laquelle l'équipe développe des fonctionnalités.,Un sprint est une période courte durant laquelle l'équipe développe des fonctionnalités.,fonction=دالة,"Rewrite the following IT explanation in simple, clear, correct Arabic for Moroccan learners. Preserve the meaning and avoid mixing languages.

Use the following Arabic technical terminology when relevant:
- fonction = دالة

Text:
Un sprint est une période courte durant laquelle l'équipe développe des fonctionnalités.",الـ sprint فترة قصيرة يعمل فيها الفريق على تطوير ميزات جديدة.
66,Software Engineering,fr,La documentation aide les développeurs à comprendre et maintenir le code.,La documentation aide les développeurs à comprendre et maintenir le code.,,"Rewrite the following IT explanation in simple, clear, correct Arabic for Moroccan learners. Preserve the meaning and avoid mixing languages.

Text:
La documentation aide les développeurs à comprendre et maintenir le code.",التوثيق يشرح كيفية عمل البرنامج ويساعد المطورين على فهم الكود.
12,Algorithms,fr,La recherche linéaire consiste à parcourir les éléments un par un jusqu'à trouver la valeur recherchée.,La recherche linéaire consiste à parcourir les éléments un par un jusqu'à trouver la valeur recherchée.,,"Rewrite the following IT explanation in simple, clear, correct Arabic for Moroccan learners. Preserve the meaning and avoid mixing languages.

Text:
La recherche linéaire consiste à parcourir les éléments un par un jusqu'à trouver la valeur recherchée.",البحث الخطي يعني فحص العناصر واحدًا واحدًا حتى نجد القيمة المطلوبة.
99,Web Development,fr,Un endpoint API est une adresse permettant d'accéder à une fonctionnalité d'un service.,Un endpoint API est une adresse permettant d'accéder à une fonctionnalité d'un service.,fonction=دالة | API=واجهة برمجة التطبيقات | endpoint=نقطة نهاية,"Rewrite the following IT explanation in simple, clear, correct Arabic for Moroccan learners. Preserve the meaning and avoid mixing languages.

Use the following Arabic technical terminology when relevant:
- fonction = دالة
- API = واجهة برمجة التطبيقات
- endpoint = نقطة نهاية

Text:
Un endpoint API est une adresse permettant d'accéder à une fonctionnalité d'un service.",نقطة النهاية في API هي عنوان يسمح بالوصول إلى وظيفة معينة في الخدمة.
16,Databases,fr,Une base de données relationnelle organise les données sous forme de tables liées entre elles par des relations.,Une base de données relationnelle organise les données sous forme de tables liées entre elles par des relations.,base de données=قاعدة بيانات | table=جدول,"Rewrite the following IT explanation in simple, clear, correct Arabic for Moroccan learners. Preserve the meaning and avoid mixing languages.

Use the following Arabic technical terminology when relevant:
- base de données = قاعدة بيانات
- table = جدول

Text:
Une base de données relationnelle organise les données sous forme de tables liées entre elles par des relations.",قاعدة البيانات العلائقية تحفظ المعلومات في جداول مرتبطة فيما بينها.
96,Web Development,fr,Le DOM représente la structure d'une page HTML sous forme d'arbre.,Le DOM représente la structure d'une page HTML sous forme d'arbre.,arbre=شجرة,"Rewrite the following IT explanation in simple, clear, correct Arabic for Moroccan learners. Preserve the meaning and avoid mixing languages.

Use the following Arabic technical terminology when relevant:
- arbre = شجرة

Text:
Le DOM représente la structure d'une page HTML sous forme d'arbre.",DOM يمثل هيكل صفحة HTML على شكل شجرة من العناصر.
69,Software Engineering,fr,Le refactoring consiste à améliorer la structure du code sans modifier son comportement.,Le refactoring consiste à améliorer la structure du code sans modifier son comportement.,,"Rewrite the following IT explanation in simple, clear, correct Arabic for Moroccan learners. Preserve the meaning and avoid mixing languages.

Text:
Le refactoring consiste à améliorer la structure du code sans modifier son comportement.",إعادة هيكلة الكود تعني تحسين تنظيمه دون تغيير طريقة عمله.
106,Software Engineering,fr,Le contrôle de version permet de suivre les modifications du code.,Le contrôle de version permet de suivre les modifications du code.,version control=التحكم في الإصدارات,"Rewrite the following IT explanation in simple, clear, correct Arabic for Moroccan learners. Preserve the meaning and avoid mixing languages.

Use the following Arabic technical terminology when relevant:
- version control = التحكم في الإصدارات

Text:
Le contrôle de version permet de suivre les modifications du code.",التحكم في الإصدارات يسمح بتتبع التغييرات التي تحدث في الكود.
101,Networking,fr,Un switch connecte plusieurs appareils dans un réseau local.,Un switch connecte plusieurs appareils dans un réseau local.,réseau=شبكة,"Rewrite the following IT explanation in simple, clear, correct Arabic for Moroccan learners. Preserve the meaning and avoid mixing languages.

Use the following Arabic technical terminology when relevant:
- réseau = شبكة

Text:
Un switch connecte plusieurs appareils dans un réseau local.",المبدل يربط عدة أجهزة داخل الشبكة المحلية.
